Unique ID,Authors,Authors-revised,Authors (Full Names),Authors (Full Names)-revised
WOS:000375089900006,"Almqvist, C|Brandt, L|D'Onofrio, BM|Franck, J|Konstenius, M|Larsson, H|Skoglund, C","Almqvist, C|Brandt, L|D'Onofrio, BM|Franck, J|Konstenius, M|Larsson, H|Skoglund, C","Almqvist, Catarina|Brandt, Lena|D'Onofrio, Brian M.|Franck, Johan|Konstenius, Maija|Larsson, Henrik|Skoglund, Charlotte","Almqvist, Catarina|Brandt, Lena|D'Onofrio, Brian M.|Franck, Johan|Konstenius, Maija|Larsson, Henrik|Skoglund, Charlotte"
WOS:000375746100022,"Embi, PJ|Tenenbaum, JD","Embi, PJ|Tenenbaum, JD","Embi, Peter J.|Tenenbaum, Jessica D.","Embi, Peter J.|Tenenbaum, Jessica D."
WOS:000377305600002,"Bergen, SE|D'Onofrio, BM|Fazel, S|Kuja-Halkola, R|Langstorm, N|Larsson, H|Lichtenstein, P|Sariaslan, A","Bergen, SE|D'Onofrio, BM|Fazel, S|Kuja-Halkola, R|Langstorm, N|Larsson, H|Lichtenstein, P|Sariaslan, A","Bergen, S.E.|D'Onofrio, Brian M.|Fazel, Seena|Kuja-Halkola, Ralf|Langstorm, Niklas|Larsson, Henrik|Lichtenstein, Paul|Sariaslan, Amir","Bergen, S.E.|D'Onofrio, Brian M.|Fazel, Seena|Kuja-Halkola, Ralf|Langstorm, Niklas|Larsson, Henrik|Lichtenstein, Paul|Sariaslan, Amir"
WOS:000375616400004,"Almqvist, C|Class, QA|D'Onofrio, BM|Kuja-Halkola, R|Larsson, H|Lichtenstein, P|Oberg, AS|Rickert, ME|Sjolander, A|Sujan, AC","Almqvist, C|Class, QA|D'Onofrio, BM|Kuja-Halkola, R|Larsson, H|Lichtenstein, P|Oberg, AS|Rickert, ME|Sjolander, A|Sujan, AC","Almqvist, Catarina|Class, Quetzal A.|D'Onofrio, Brian M.|Kuja-Halkola, Ralf|Larsson, Henrik|Lichtenstein, Paul|Oberg, Anna S.|Rickert, Martin|Sjolander, Arvid|Sujan, Ayesha C.","Almqvist, Catarina|Class, Quetzal A.|D'Onofrio, Brian M.|Kuja-Halkola, Ralf|Larsson, Henrik|Lichtenstein, Paul|Oberg, Anna S.|Rickert, Martin|Sjolander, Arvid|Sujan, Ayesha C."
WOS:000375616400013,"Almqvist, C|Class, QA|Coyne, CA|D'Onofrio, BM|Lahey, BB|Larsson, H|Lichtenstein, P|Oberg, AS|Rickert, ME|Sjolander, A|Sujan, AC|Van Hulle, CA|Waldman, ID","Almqvist, C|Class, QA|Coyne, CA|D'Onofrio, BM|Lahey, BB|Larsson, H|Lichtenstein, P|Oberg, AS|Rickert, ME|Sjolander, A|Sujan, AC|Van Hulle, CA|Waldman, ID","Almqvist, Catarina|Class, Quetzal A.|Coyne, Claire A.|D'Onofrio, Brian M.|Lahey, Benjamin B.|Larsson, Henrik|Lichtenstein, Paul|Oberg, Anna S.|Rickert, Martin|Sjolander, Arvid|Sujan, Ayesha C.|Van Hulle, Carol A.|Waldman, Irwin D.","Almqvist, Catarina|Class, Quetzal A.|Coyne, Claire A.|D'Onofrio, Brian M.|Lahey, Benjamin B.|Larsson, Henrik|Lichtenstein, Paul|Oberg, Anna S.|Rickert, Martin|Sjolander, Arvid|Sujan, Ayesha C.|Van Hulle, Carol A.|Waldman, Irwin D."
WOS:000375153500034,"Biagioli, FE|Carney, PA|Estroff, SE|Hatt, WJ|Lambros, A|Litzelman, DK|Miller, MF|Palmer, RT|Satterfield, JM|Teal, CR|Thayer, EK","Biagioli, FE|Carney, PA|Estroff, SE|Hatt, WJ|Lambros, A|Litzelman, DK|Miller, MF|Palmer, RT|Satterfield, JM|Teal, CR|Thayer, EK","Biagioli, Frances E.|Carney, Patricia A.|Estroff, Sue E.|Hatt, William J.|Lambros, Ann|Litzelman, Debra K.|Miller, Marissa Fuqua|Palmer, Ryan T.|Satterfield, Jason M.|Teal, Cayla R.|Thayer, Erin K.","Biagioli, Frances E.|Carney, Patricia A.|Estroff, Sue E.|Hatt, William J.|Lambros, Ann|Litzelman, Debra K.|Miller, Marissa Fuqua|Palmer, Ryan T.|Satterfield, Jason M.|Teal, Cayla R.|Thayer, Erin K."
WOS:000375158600012,"Bell, TM|Fecher, AM|Jenkins, PC|Qiao, N|Siedlecki, CB","Bell, TM|Fecher, AM|Jenkins, PC|Qiao, N|Siedlecki, CB","Bell, Teresa M.|Fecher, Alison M.|Jenkins, Peter C.|Qiao, Nan|Siedlecki, Charles B.","Bell, Teresa M.|Fecher, Alison M.|Jenkins, Peter C.|Qiao, Nan|Siedlecki, Charles B."
WOS:000374969800014,"Bell, TM|Zarzaur, BL","Bell, TM|Zarzaur, BL","Bell, Teresa M.|Zarzaur, Ben L., Jr.","Bell, Teresa M.|Zarzaur, Ben L., Jr."
WOS:000374969800026,"Bell, TM|Frantz, TL|Gaski, GE|McCarroll, T|McKinley, TO|Steenburg, SD|Zarzaur, BL","Bell, TM|Frantz, TL|Gaski, GE|McCarroll, T|McKinley, TO|Steenburg, SD|Zarzaur, BL","Bell, Teresa M.|Frantz, Travis L.|Gaski, Greg E.|McCarroll, Tyler|McKinley, Todd O.|Steenburg, Scott D.|Zarzaur, Ben L., Jr.","Bell, Teresa M.|Frantz, Travis L.|Gaski, Greg E.|McCarroll, Tyler|McKinley, Todd O.|Steenburg, Scott D.|Zarzaur, Ben L., Jr."
WOS:000378260300009,"Huber, JT|Nix, AT|Pfeifle, AL|Shapiro, RM","Huber, JT|Nix, AT|Pfeifle, AL|Shapiro, RM","Huber, Jeffrey T.|Nix, A. Tyler|Pfeifle, Andrea L.|Shapiro, Robert M., II","Huber, Jeffrey T.|Nix, A. Tyler|Pfeifle, Andrea L.|Shapiro, Robert M., II"
WOS:000373523000345,"Bair, MJ|Chang, Z|D'Onofrio, BM|Gibbons, RD|Hur, K|Krebs, EE|Kroenke, K|Larsson, H|Quinn, PD|Rickert, ME|Scott, EL","Bair, MJ|Chang, Z|D'Onofrio, BM|Gibbons, RD|Hur, K|Krebs, EE|Kroenke, K|Larsson, H|Quinn, PD|Rickert, ME|Scott, EL","Bair, Matthew J.|Chang, Zheng|D'Onofrio, Brian M.|Gibbons, Robert D.|Hur, Kwan|Krebs, Erin E.|Kroenke, Kurt|Larsson, Henrik|Quinn, Patrick D.|Rickert, Martin|Scott, Eric L.","Bair, Matthew J.|Chang, Zheng|D'Onofrio, Brian M.|Gibbons, Robert D.|Hur, Kwan|Krebs, Erin E.|Kroenke, Kurt|Larsson, Henrik|Quinn, Patrick D.|Rickert, Martin|Scott, Eric L."
WOS:000371620700007,"Almqvist, C|Bramson, LM|Class, QA|D'Onofrio, BM|Larsson, H|Lichtenstein, P|Rickert, ME|Sariaslan, A","Almqvist, C|Bramson, LM|Class, QA|D'Onofrio, BM|Larsson, H|Lichtenstein, P|Rickert, ME|Sariaslan, A","Almqvist, Catarina|Bramson, L. M.|Class, Quetzal A.|D'Onofrio, Brian M.|Larsson, Henrik|Lichtenstein, Paul|Rickert, Martin|Sariaslan, Amir","Almqvist, Catarina|Bramson, L. M.|Class, Quetzal A.|D'Onofrio, Brian M.|Larsson, Henrik|Lichtenstein, Paul|Rickert, Martin|Sariaslan, Amir"
WOS:000373183300002,"Embi, PJ|Foraker, RE|Lussier, Y|Payne, PRO","Embi, PJ|Foraker, RE|Lussier, Y|Payne, PRO","Embi, Peter J.|Foraker, Randi E.|Lussier, Yves|Payne, Philip R. O.","Embi, Peter J.|Foraker, Randi E.|Lussier, Yves|Payne, Philip R. O."
WOS:000380777500001,"Carpenter, JS|Furrey, C|Groves, D|Knopf, A|Krishnan, A|Miller, WR|Otte, JL|Palakal, M|Priest, C|Wiehe, SE|Wilson, JS","Carpenter, JS|Furrey, C|Groves, D|Knopf, A|Krishnan, A|Miller, WR|Otte, JL|Palakal, M|Priest, C|Wiehe, SE|Wilson, JS","Carpenter, Janet S.|Furrey, Christopher|Groves, Doyle|Knopf, Amelia|Krishnan, Anand|Miller, Wendy R.|Otte, Julie L.|Palakal, Mathew|Priest, Chad|Wiehe, Sarah E.|Wilson, Jeffery S.","Carpenter, Janet S.|Furrey, Christopher|Groves, Doyle|Knopf, Amelia|Krishnan, Anand|Miller, Wendy R.|Otte, Julie L.|Palakal, Mathew|Priest, Chad|Wiehe, Sarah E.|Wilson, Jeffery S."
WOS:000374487700013,"Crossley, M|Silverman, RD","Crossley, M|Silverman, RD","Crossley, Mary|Silverman, Ross D.","Crossley, Mary|Silverman, Ross D."
WOS:000375409900007,"Buckner, D|Carter, C|Carter, G|Coleman, D|Gillespie, A|Harvey, R|Jimison, L|King, A|Lawrence, CA|Meyerson, BE|Ohmit, A|Parker, T|Rush, N","Buckner, D|Carter, C|Carter, G|Coleman, D|Gillespie, A|Harvey, R|Jimison, L|King, A|Lawrence, CA|Meyerson, BE|Ohmit, A|Parker, T|Rush, N","Buckner, Debra|Carter, Cedric|Carter, Gregory|Coleman, Deidre|Gillespie, Anthony|Harvey, Relton|Jimison, Lawrence|King, Aaron|Lawrence, Carrie A.|Meyerson, Beth E.|Ohmit, Anita|Parker, Terrell|Rush, Nate","Buckner, Debra|Carter, Cedric|Carter, Gregory|Coleman, Deidre|Gillespie, Anthony|Harvey, Relton|Jimison, Lawrence|King, Aaron|Lawrence, Carrie A.|Meyerson, Beth E.|Ohmit, Anita|Parker, Terrell|Rush, Nate"
WOS:000372981600008,"Meyerson, BE|Sayegh, MA","Meyerson, BE|Sayegh, MA","Meyerson, Beth E.|Sayegh, M. Aaron","Meyerson, Beth E.|Sayegh, M. Aaron"
WOS:000372047000004,"Seibt, G","Seibt, G","Seibt, Gustav","Seibt, Gustav"
WOS:000371613500016,"Almqvist, C|Bulik, CM|D'Onofrio, BM|Kuja-Halkola, R|Larsson, H|Lichtenstein, P|Runfola, CD|Sjolander, A|Thornton, LM|Yao, SY","Almqvist, C|Bulik, CM|D'Onofrio, BM|Kuja-Halkola, R|Larsson, H|Lichtenstein, P|Runfola, CD|Sjolander, A|Thornton, LM|Yao, SY","Almqvist, Catarina|Bulik, Cynthia M.|D'Onofrio, Brian M.|Kuja-Halkola, Ralf|Larsson, Henrik|Lichtenstein, Paul|Runfola, Cristin D.|Sjolander, Arvid|Thornton, Laura M.|Yao, Shuyang","Almqvist, Catarina|Bulik, Cynthia M.|D'Onofrio, Brian M.|Kuja-Halkola, Ralf|Larsson, Henrik|Lichtenstein, Paul|Runfola, Cristin D.|Sjolander, Arvid|Thornton, Laura M.|Yao, Shuyang"
WOS:000370260300005,"Aalsma, MC|Lau, KSL|Monahan, PO|Perkins, AJ|Rosenman, MB|Schwartz, K|Tu, WZ|Wiehe, SE","Aalsma, MC|Lau, KSL|Monahan, PO|Perkins, AJ|Rosenman, MB|Schwartz, K|Tu, WZ|Wiehe, SE","Aalsma, Matthew C.|Lau, Katherine S. L.|Monahan, Patrick O.|Perkins, Anthony J.|Rosenman, Marc B.|Schwartz, Katherine|Tu, Wanzhu|Wiehe, Sarah E.","Aalsma, Matthew C.|Lau, Katherine S. L.|Monahan, Patrick O.|Perkins, Anthony J.|Rosenman, Marc B.|Schwartz, Katherine|Tu, Wanzhu|Wiehe, Sarah E."
WOS:000408194000001,"Comer, KF|King, J|Liu, SS|Meyerson, BE|Miller, L","Comer, KF|King, J|Liu, SS|Meyerson, BE|Miller, L","Comer, Karen Frederickson|King, Jerry|Liu, Sandra S.|Meyerson, Beth E.|Miller, Laura","Comer, Karen Frederickson|King, Jerry|Liu, Sandra S.|Meyerson, Beth E.|Miller, Laura"
WOS:000366709200034,"Boehm, SL|Fritz, BM","Boehm, SL|Fritz, BM","Boehm, Stephen L., III|Fritz, Brandon M.","Boehm, Stephen L., III|Fritz, Brandon M."
WOS:000374230100024,"Almqvist, C|D'Onofrio, BM|Landen, M|Larsson, H|Lichtenstein, P|Lundholm, C|Magnusson, PKE|Viktorin, A","Almqvist, C|D'Onofrio, BM|Landen, M|Larsson, H|Lichtenstein, P|Lundholm, C|Magnusson, PKE|Viktorin, A","Almqvist, Catarina|D'Onofrio, Brian M.|Landen, Mikael|Larsson, Henrik|Lichtenstein, Paul|Lundholm, Cecilia|Magnusson, Patrik K. E.|Viktorin, Alexander","Almqvist, Catarina|D'Onofrio, Brian M.|Landen, Mikael|Larsson, Henrik|Lichtenstein, Paul|Lundholm, Cecilia|Magnusson, Patrik K. E.|Viktorin, Alexander"
WOS:000373428800106,"Aalsma, MC|Anderson, VR|Rosenman, MB|Tu, WZ|Wang, Y","Aalsma, MC|Anderson, VR|Rosenman, MB|Tu, WZ|Wang, Y","Aalsma, Matthew C.|Anderson, Valerie R.|Rosenman, Marc B.|Tu, Wanzhu|Wang, Yu","Aalsma, Matthew C.|Anderson, Valerie R.|Rosenman, Marc B.|Tu, Wanzhu|Wang, Yu"
WOS:000373428800105,"Aalsma, MC|Anderson, VR|Davidson, WS","Aalsma, MC|Anderson, VR|Davidson, WS","Aalsma, Matthew C.|Anderson, Valerie R.|Davidson, William S.","Aalsma, Matthew C.|Anderson, Valerie R.|Davidson, William S."
WOS:000373428800163,"Aalsma, MC|Etter, DJ|Peters, E|Schwartz, K|Sieferman, C","Aalsma, MC|Etter, DJ|Peters, E|Schwartz, K|Sieferman, C","Aalsma, Matthew C.|Etter, Dillon J.|Peters, Elena|Schwartz, Katherine|Sieferman, Casey","Aalsma, Matthew C.|Etter, Dillon J.|Peters, Elena|Schwartz, Katherine|Sieferman, Casey"
WOS:000373428800108,"Aalsma, MC|McGrew, JH|White, LM","Aalsma, MC|McGrew, JH|White, LM","Aalsma, Matthew C.|McGrew, John H.|White, Laura M.","Aalsma, Matthew C.|McGrew, John H.|White, Laura M."
WOS:000373428800188,"Aalsma, MC|Downs, SM|Etter, DJ|Gilbert, AL|Hall, JA|Ouyang, FQ|Tu, WZ|Williams, RL","Aalsma, MC|Downs, SM|Etter, DJ|Gilbert, AL|Hall, JA|Ouyang, FQ|Tu, WZ|Williams, RL","Aalsma, Matthew C.|Downs, Stephen M.|Etter, Dillon J.|Gilbert, Amy L.|Hall, James A.|Ouyang, Fangqian|Tu, Wanzhu|Williams, Rebekah L.","Aalsma, Matthew C.|Downs, Stephen M.|Etter, Dillon J.|Gilbert, Amy L.|Hall, James A.|Ouyang, Fangqian|Tu, Wanzhu|Williams, Rebekah L."
WOS:000373428800114,"Aalsma, MC|Downs, S|Etter, DJ|Gilbert, AL|Hall, JA|Ouyang, FQ|Tu, WZ|Williams, RL|Zerr, AM","Aalsma, MC|Downs, S|Etter, DJ|Gilbert, AL|Hall, JA|Ouyang, FQ|Tu, WZ|Williams, RL|Zerr, AM","Aalsma, Matthew C.|Downs, Steve|Etter, Dillon J.|Gilbert, Amy L.|Hall, James A.|Ouyang, Fangqian|Tu, Wanzhu|Williams, Rebekah L.|Zerr, Ashley M.","Aalsma, Matthew C.|Downs, Steve|Etter, Dillon J.|Gilbert, Amy L.|Hall, James A.|Ouyang, Fangqian|Tu, Wanzhu|Williams, Rebekah L.|Zerr, Ashley M."
WOS:000369998900020,"Boehm, SL|Quoilin, C","Boehm, SL|Quoilin, C","Boehm, Stephen L., II|Quoilin, Caroline","Boehm, Stephen L., II|Quoilin, Caroline"
WOS:000368595300030,"Aalsma, MC|Gilbert, AL|Rickert, VI|Xiao, S","Aalsma, MC|Gilbert, AL|Rickert, VI|Xiao, S","Aalsma, Matthew C.|Gilbert, Amy L.|Rickert, Vaughn I.|Xiao, Shan","Aalsma, Matthew C.|Gilbert, Amy L.|Rickert, Vaughn I.|Xiao, Shan"
WOS:000368388800001,"Aalsma, MC|Gilbert, AL|Hensel, DJ|Rickert, VI|Taylor, JL","Aalsma, MC|Gilbert, AL|Hensel, DJ|Rickert, VI|Taylor, JL","Aalsma, Matthew C.|Gilbert, Amy L.|Hensel, Devon J.|Rickert, Vaughn I.|Taylor, Jaime L.","Aalsma, Matthew C.|Gilbert, Amy L.|Hensel, Devon J.|Rickert, Vaughn I.|Taylor, Jaime L."
WOS:000371380000013,"Abu-Rish Blakeney, E|Hall, LW|Jones, M|Pfeifle, AL|Zierler, BK","Abu-Rish Blakeney, E|Hall, LW|Jones, M|Pfeifle, AL|Zierler, BK","Abu-Rish Blakeney, Erin|Hall, Leslie Walter|Jones, Mandy|Pfeifle, Andrea L.|Zierler, Brenda K.","Abu-Rish Blakeney, Erin|Hall, Leslie Walter|Jones, Mandy|Pfeifle, Andrea L.|Zierler, Brenda K."
WOS:000391958400008,"Ardoin, S|Bharat, A|Curtis, JR|Embi, PJ|Johnson, B|Lara, B|Lopetegui, MA|Mathur, P|Yen, PY","Ardoin, S|Bharat, A|Curtis, JR|Embi, PJ|Johnson, B|Lara, B|Lopetegui, MA|Mathur, P|Yen, PY","Ardoin, Stacy|Bharat, Aseem|Curtis, Jeffrey R.|Embi, Peter J.|Johnson, Bernadette|Lara, Barbara|Lopetegui, Marcelo A.|Mathur, Puneet|Yen, Po-Yin","Ardoin, Stacy|Bharat, Aseem|Curtis, Jeffrey R.|Embi, Peter J.|Johnson, Bernadette|Lara, Barbara|Lopetegui, Marcelo A.|Mathur, Puneet|Yen, Po-Yin"
WOS:000390749602447,"Carlos, WG|Litzelman, DK|Smith, J","Carlos, WG|Litzelman, DK|Smith, J","Carlos, W. Graham|Litzelman, Debra K.|Smith, J.","Carlos, W. Graham|Litzelman, Debra K.|Smith, J."
WOS:000378137300002,"Bell, TM|Qiao, N","Bell, TM|Qiao, N","Bell, Teresa M.|Qiao, Nan","Bell, Teresa M.|Qiao, Nan"
WOS:000376163500010,"Baldwin, P|Lejuez, CW|Zapolski, TCB","Baldwin, P|Lejuez, CW|Zapolski, TCB","Baldwin, Patrick|Lejuez, Carl W.|Zapolski, Tamika C. B.","Baldwin, Patrick|Lejuez, Carl W.|Zapolski, Tamika C. B."
WOS:000375482600008,"Denton, LK|Escobar, OS|Martinez, S|Vaughan, EL","Denton, LK|Escobar, OS|Martinez, S|Vaughan, EL","Denton, Lisa K.|Escobar, Oscar S.|Martinez, Sylvia|Vaughan, Ellen L.","Denton, Lisa K.|Escobar, Oscar S.|Martinez, Sylvia|Vaughan, Ellen L."
WOS:000373990700009,"Fortenberry, JD|Hensel, DJ|Rosenberger, JG|Roth, AM|Wagner, KD|Wiehe, SE","Fortenberry, JD|Hensel, DJ|Rosenberger, JG|Roth, AM|Wagner, KD|Wiehe, SE","Fortenberry, J. Dennis|Hensel, Devon J.|Rosenberger, Joshua G.|Roth, Alexis M.|Wagner, Karla D.|Wiehe, Sarah E.","Fortenberry, J. Dennis|Hensel, Devon J.|Rosenberger, Joshua G.|Roth, Alexis M.|Wagner, Karla D.|Wiehe, Sarah E."
WOS:000367335600007,"Embi, PJ|Tsevat, J","Embi, PJ|Tsevat, J","Embi, Peter J.|Tsevat, Joel","Embi, Peter J.|Tsevat, Joel"
WOS:000369163600008,"Aalsma, MC|Fortenberry, JD|Rosenman, MB|Scanlon, ML|Wiehe, SE","Aalsma, MC|Fortenberry, JD|Rosenman, MB|Scanlon, ML|Wiehe, SE","Aalsma, Matthew C.|Fortenberry, J. Dennis|Rosenman, Marc B.|Scanlon, Michael L.|Wiehe, Sarah E.","Aalsma, Matthew C.|Fortenberry, J. Dennis|Rosenman, Marc B.|Scanlon, Michael L.|Wiehe, Sarah E."
WOS:000368441000013,"Bayt, DR|Bell, TM|Zarzaur, BL","Bayt, DR|Bell, TM|Zarzaur, BL","Bayt, Demetria R.|Bell, Teresa M.|Zarzaur, Ben L., Jr.","Bayt, Demetria R.|Bell, Teresa M.|Zarzaur, Ben L., Jr."
WOS:000367106300008,"Bell, TM|Fernandez, SI|Flores, RL|Greathouse, ST|O'Neil, J|Soleimani, T|Tholpady, SS","Bell, TM|Fernandez, SI|Flores, RL|Greathouse, ST|O'Neil, J|Soleimani, T|Tholpady, SS","Bell, Teresa M.|Fernandez, Sarah I.|Flores, Roberto L.|Greathouse, S. Travis|O'Neil, Joseph|Soleimani, Tahereh|Tholpady, Sunil S.","Bell, Teresa M.|Fernandez, Sarah I.|Flores, Roberto L.|Greathouse, S. Travis|O'Neil, Joseph|Soleimani, Tahereh|Tholpady, Sunil S."
WOS:000366441100003,"Bell, TM|Nolly, R|Ozdenerol, E|Relyea, G|Wang, JL|Zarzaur, BL","Bell, TM|Nolly, R|Ozdenerol, E|Relyea, G|Wang, JL|Zarzaur, BL","Bell, Teresa M.|Nolly, Robert|Ozdenerol, Esra|Relyea, George|Wang, Junling|Zarzaur, Ben L., Jr.","Bell, Teresa M.|Nolly, Robert|Ozdenerol, Esra|Relyea, George|Wang, Junling|Zarzaur, Ben L., Jr."
WOS:000218914000003,"Ayuo, PO|Gardner, A|Helphinstine, J|Huskins, JC|Johnson, CS|Litzelman, DK|Machogu, EP|Mining, S|Stone, GS|Umoren, RA","Ayuo, PO|Gardner, A|Helphinstine, J|Huskins, JC|Johnson, CS|Litzelman, DK|Machogu, EP|Mining, S|Stone, GS|Umoren, RA","Ayuo, Paul O.|Gardner, Adrian|Helphinstine, Jill|Huskins, Jordan C.|Johnson, Cynthia S.|Litzelman, Debra K.|Machogu, Emily P.|Mining, Simeon|Stone, Geren S.|Umoren, Rachel A.","Ayuo, Paul O.|Gardner, Adrian|Helphinstine, Jill|Huskins, Jordan C.|Johnson, Cynthia S.|Litzelman, Debra K.|Machogu, Emily P.|Mining, Simeon|Stone, Geren S.|Umoren, Rachel A."
WOS:000364764200031,"Meyerson, BE|Priest, CF|Silverman, RD","Meyerson, BE|Priest, CF|Silverman, RD","Meyerson, Beth E.|Priest, Caitlin F.|Silverman, Ross D.","Meyerson, Beth E.|Priest, Caitlin F.|Silverman, Ross D."
WOS:000364978800020,"Bramson, L|Class, QA|D'Onofrio, BM|Larsson, H|Lichtenstein, P|Rickert, ME","Bramson, L|Class, QA|D'Onofrio, BM|Larsson, H|Lichtenstein, P|Rickert, ME","Bramson, Lauren|Class, Quetzal A.|D'Onofrio, Brian M.|Larsson, Henrik|Lichtenstein, Paul|Rickert, Martin","Bramson, Lauren|Class, Quetzal A.|D'Onofrio, Brian M.|Larsson, Henrik|Lichtenstein, Paul|Rickert, Martin"
WOS:000364978800051,"Almqvist, C|Bramson, L|Class, QA|D'Onofrio, BM|Larsson, H|Lichtenstein, P|Oberg, AS|Rickert, ME","Almqvist, C|Bramson, L|Class, QA|D'Onofrio, BM|Larsson, H|Lichtenstein, P|Oberg, AS|Rickert, ME","Almqvist, Catarina|Bramson, Lauren|Class, Quetzal A.|D'Onofrio, Brian M.|Larsson, Henrik|Lichtenstein, Paul|Oberg, Anna S.|Rickert, Martin","Almqvist, Catarina|Bramson, Lauren|Class, Quetzal A.|D'Onofrio, Brian M.|Larsson, Henrik|Lichtenstein, Paul|Oberg, Anna S.|Rickert, Martin"
WOS:000364978800065,"Almqvist, C|Bolte, S|D'Onofrio, BM|Gong, T|Larsson, H|Lichtenstein, P|Lundholm, C|Rejno, G","Almqvist, C|Bolte, S|D'Onofrio, BM|Gong, T|Larsson, H|Lichtenstein, P|Lundholm, C|Rejno, G","Almqvist, Catarina|Bolte, Sven|D'Onofrio, Brian M.|Gong, Tong|Larsson, Henrik|Lichtenstein, Paul|Lundholm, Cecilia|Rejno, Gustaf","Almqvist, Catarina|Bolte, Sven|D'Onofrio, Brian M.|Gong, Tong|Larsson, Henrik|Lichtenstein, Paul|Lundholm, Cecilia|Rejno, Gustaf"
WOS:000364978800146,"Anckarsater, H|D'Onofrio, BM|Gumpert, CH|Langstorm, N|Larsson, H|Lichtenstein, P|Lundstrom, S|Pettersson, E|Quinn, PD","Anckarsater, H|D'Onofrio, BM|Gumpert, CH|Langstorm, N|Larsson, H|Lichtenstein, P|Lundstrom, S|Pettersson, E|Quinn, PD","Anckarsater, Henrik|D'Onofrio, Brian M.|Gumpert, Clara Hellner|Langstorm, Niklas|Larsson, Henrik|Lichtenstein, Paul|Lundstrom, Sebastian|Pettersson, Erik|Quinn, Patrick D.","Anckarsater, Henrik|D'Onofrio, Brian M.|Gumpert, Clara Hellner|Langstorm, Niklas|Larsson, Henrik|Lichtenstein, Paul|Lundstrom, Sebastian|Pettersson, Erik|Quinn, Patrick D."
WOS:000364978800168,"Class, QA|Coyne, CA|D'Onofrio, BM|Lahey, BB|Larsson, H|Lichtenstein, P|Malmros, CA|Oberg, AS|Rickert, ME|Sjolander, A|Sujan, AC|Van Hulle, CA|Waldman, ID","Class, QA|Coyne, CA|D'Onofrio, BM|Lahey, BB|Larsson, H|Lichtenstein, P|Malmros, CA|Oberg, AS|Rickert, ME|Sjolander, A|Sujan, AC|Van Hulle, CA|Waldman, ID","Class, Quetzal A.|Coyne, Claire A.|D'Onofrio, Brian M.|Lahey, Benjamin B.|Larsson, Henrik|Lichtenstein, Paul|Malmros, Catarina Almqvist|Oberg, Anna S.|Rickert, Martin|Sjolander, Arvid|Sujan, Ayesha C.|Van Hulle, Carol A.|Waldman, Irwin D.","Class, Quetzal A.|Coyne, Claire A.|D'Onofrio, Brian M.|Lahey, Benjamin B.|Larsson, Henrik|Lichtenstein, Paul|Malmros, Catarina Almqvist|Oberg, Anna S.|Rickert, Martin|Sjolander, Arvid|Sujan, Ayesha C.|Van Hulle, Carol A.|Waldman, Irwin D."
WOS:000364978800185,"Bulik, CM|D'Onofrio, BM|Kuja-Halkola, R|Larsson, H|Runfola, CD|Sjolander, A|Thornton, LM|Yao, SY","Bulik, CM|D'Onofrio, BM|Kuja-Halkola, R|Larsson, H|Runfola, CD|Sjolander, A|Thornton, LM|Yao, SY","Bulik, Cynthia M.|D'Onofrio, Brian M.|Kuja-Halkola, Ralf|Larsson, Henrik|Runfola, Cristin D.|Sjolander, Arvid|Thornton, Laura M.|Yao, Shuyang","Bulik, Cynthia M.|D'Onofrio, Brian M.|Kuja-Halkola, Ralf|Larsson, Henrik|Runfola, Cristin D.|Sjolander, Arvid|Thornton, Laura M.|Yao, Shuyang"
WOS:000365081300012,"Applegate, AG|D'Onofrio, BM|Holtzworth-Munroe, A|Ogle, RK|Rudd, BN","Applegate, AG|D'Onofrio, BM|Holtzworth-Munroe, A|Ogle, RK|Rudd, BN","Applegate, Amy G.|D'Onofrio, Brian M.|Holtzworth-Munroe, Amy|Ogle, Rachel K.|Rudd, Brittany N.","Applegate, Amy G.|D'Onofrio, Brian M.|Holtzworth-Munroe, Amy|Ogle, Rachel K.|Rudd, Brittany N."
