Unique ID,Authors,Authors-revised,Authors (Full Names),Authors (Full Names)-revised
WOS:000341054800001,"Embi, PJ|Foraker, RE|Hebert, C|Lemeshow, S|Mekhjian, H|Roth, C|Shivade, CP|Wasserman, J","Embi, PJ|Foraker, RE|Hebert, C|Lemeshow, S|Mekhjian, H|Roth, C|Shivade, CP|Wasserman, J","Embi, Peter J.|Foraker, Randi E.|Hebert, Courtney|Lemeshow, Stanley|Mekhjian, Hagop|Roth, Caryn|Shivade, Chaitanya P.|Wasserman, Jared","Embi, Peter J.|Foraker, Randi E.|Hebert, Courtney|Lemeshow, Stanley|Mekhjian, Hagop|Roth, Caryn|Shivade, Chaitanya P.|Wasserman, Jared"
WOS:000341181900016,"Boehm, SL|Companion, M|Fritz, BM","Boehm, SL|Companion, M|Fritz, BM","Boehm, Stephen L.|Companion, Michel|Fritz, Brandon M.","Boehm, Stephen L.|Companion, Michel|Fritz, Brandon M."
WOS:000339384700005,"Chang, Z|D'Onofrio, BM|Fazel, S|Halldner, L|Langstorm, N|Larsson, H|Lichtenstein, P|Serlachius, E","Chang, Z|D'Onofrio, BM|Fazel, S|Halldner, L|Langstorm, N|Larsson, H|Lichtenstein, P|Serlachius, E","Chang, Zheng|D'Onofrio, Brian M.|Fazel, Seena|Halldner, Linda|Langstorm, Niklas|Larsson, Henrik|Lichtenstein, Paul|Serlachius, Eva","Chang, Zheng|D'Onofrio, Brian M.|Fazel, Seena|Halldner, Linda|Langstorm, Niklas|Larsson, Henrik|Lichtenstein, Paul|Serlachius, Eva"
WOS:000338638700011,"Escobar, OS|Vaughan, EL","Escobar, OS|Vaughan, EL","Escobar, Oscar S.|Vaughan, Ellen L.","Escobar, Oscar S.|Vaughan, Ellen L."
WOS:000340482000022,"Alder, CA|Austrom, MG|Boustani, MA|Cottingham, AH|Johnson, CS|Litzelman, DK","Alder, CA|Austrom, MG|Boustani, MA|Cottingham, AH|Johnson, CS|Litzelman, DK","Alder, C. A.|Austrom, Mary Guerriero|Boustani, Malaz A.|Cottingham, Ann H.|Johnson, Cynthia S.|Litzelman, Debra K.","Alder, C. A.|Austrom, Mary Guerriero|Boustani, Malaz A.|Cottingham, Ann H.|Johnson, Cynthia S.|Litzelman, Debra K."
WOS:000337755100018,"Chang, Z|D'Onofrio, BM|Larsson, H|Lichtenstein, P","Chang, Z|D'Onofrio, BM|Larsson, H|Lichtenstein, P","Chang, Zheng|D'Onofrio, Brian M.|Larsson, Henrik|Lichtenstein, Paul","Chang, Zheng|D'Onofrio, Brian M.|Larsson, Henrik|Lichtenstein, Paul"
WOS:000337805600002,"Chen, Q|D'Onofrio, BM|Larsson, H|Lichtenstein, P|Runeson, B|Sjolander, A","Chen, Q|D'Onofrio, BM|Larsson, H|Lichtenstein, P|Runeson, B|Sjolander, A","Chen, Qi|D'Onofrio, Brian M.|Larsson, Henrik|Lichtenstein, Paul|Runeson, Bo|Sjolander, Arvid","Chen, Qi|D'Onofrio, Brian M.|Larsson, Henrik|Lichtenstein, Paul|Runeson, Bo|Sjolander, Arvid"
WOS:000352051500191,"Arno, JN|Barclay, L|Davis, A|Meyerson, BE|Van der Pol, BJ|Zimet, GD","Arno, JN|Barclay, L|Davis, A|Meyerson, BE|Van der Pol, BJ|Zimet, GD","Arno, Janet N.|Barclay, Lynn|Davis, Alissa|Meyerson, Beth E.|Van der Pol, Barbara J.|Zimet, Gregory D.","Arno, Janet N.|Barclay, Lynn|Davis, Alissa|Meyerson, Beth E.|Van der Pol, Barbara J.|Zimet, Gregory D."
WOS:000352051500398,"Arno, JN|Davis, A|Meyerson, BE|Van der Pol, BJ|Zimet, GD","Arno, JN|Davis, A|Meyerson, BE|Van der Pol, BJ|Zimet, GD","Arno, Janet N.|Davis, Alissa|Meyerson, Beth E.|Van der Pol, Barbara J.|Zimet, Gregory D.","Arno, Janet N.|Davis, Alissa|Meyerson, Beth E.|Van der Pol, Barbara J.|Zimet, Gregory D."
WOS:000352051500218,"Gillespie, A|Meyerson, BE|Navale, SM|Ohmit, A","Gillespie, A|Meyerson, BE|Navale, SM|Ohmit, A","Gillespie, Anthony|Meyerson, Beth E.|Navale, Shalini M.|Ohmit, Anita","Gillespie, Anthony|Meyerson, Beth E.|Navale, Shalini M.|Ohmit, Anita"
WOS:000337772200029,"Embi, PJ|Jeffries, J|Lai, AM|Lopetegui, MA|Payne, PRO|Yen, PY","Embi, PJ|Jeffries, J|Lai, AM|Lopetegui, MA|Payne, PRO|Yen, PY","Embi, Peter J.|Jeffries, Joseph|Lai, Albert M.|Lopetegui, Marcelo A.|Payne, Philip R. O.|Yen, Po-Yin","Embi, Peter J.|Jeffries, Joseph|Lai, Albert M.|Lopetegui, Marcelo A.|Payne, Philip R. O.|Yen, Po-Yin"
WOS:000337523700041,"Boehm, SL|Quoilin, C","Boehm, SL|Quoilin, C","Boehm, Stephen L., II|Quoilin, Caroline","Boehm, Stephen L., II|Quoilin, Caroline"
WOS:000337523700042,"Boehm, SL|Kasten, CR","Boehm, SL|Kasten, CR","Boehm, Stephen L., II|Kasten, Chelsea R.","Boehm, Stephen L., II|Kasten, Chelsea R."
WOS:000337523700043,"Boehm, SL|Quoilin, C","Boehm, SL|Quoilin, C","Boehm, Stephen L., II|Quoilin, Caroline","Boehm, Stephen L., II|Quoilin, Caroline"
WOS:000337523700065,"Boehm, SL|Colar, D|Masopust, JA|Melon, LC|Runkel, MB|Zhang, YP","Boehm, SL|Colar, D|Masopust, JA|Melon, LC|Runkel, MB|Zhang, YP","Boehm, Stephen L., II|Colar, Delphine|Masopust, J. A.|Melon, Laverne C.|Runkel, M. B.|Zhang, Yanping","Boehm, Stephen L., II|Colar, Delphine|Masopust, J. A.|Melon, Laverne C.|Runkel, M. B.|Zhang, Yanping"
WOS:000337523700343,"Boehm, SL|Fritz, BM","Boehm, SL|Fritz, BM","Boehm, Stephen L., II|Fritz, Brandon M.","Boehm, Stephen L., II|Fritz, Brandon M."
WOS:000336503200032,"Aalsma, MC|Gilbert, AL|Rickert, VI","Aalsma, MC|Gilbert, AL|Rickert, VI","Aalsma, Matthew C.|Gilbert, Amy L.|Rickert, Vaughn I.","Aalsma, Matthew C.|Gilbert, Amy L.|Rickert, Vaughn I."
WOS:000335991700001,"Embi, PJ|Foraker, RE|Payne, PRO|Roth, C","Embi, PJ|Foraker, RE|Payne, PRO|Roth, C","Embi, Peter J.|Foraker, Randi E.|Payne, Philip R. O.|Roth, Caryn","Embi, Peter J.|Foraker, Randi E.|Payne, Philip R. O.|Roth, Caryn"
WOS:000335618800019,"Bucholz, KK|Duncan, AE|Heath, AC|Lynskey, MT|Madden, PAF|Sartor, CE|Vaughan, EL|Waldron, M","Bucholz, KK|Duncan, AE|Heath, AC|Lynskey, MT|Madden, PAF|Sartor, CE|Vaughan, EL|Waldron, M","Bucholz, Kathleen K.|Duncan, Alexis E.|Heath, Andrew C.|Lynskey, Michael T.|Madden, Pamela A. F.|Sartor, Carolyn E.|Vaughan, Ellen L.|Waldron, Mary","Bucholz, Kathleen K.|Duncan, Alexis E.|Heath, Andrew C.|Lynskey, Michael T.|Madden, Pamela A. F.|Sartor, Carolyn E.|Vaughan, Ellen L.|Waldron, Mary"
WOS:000334657200012,"Barkley-Levenson, AM|Boehm, SL|Cordero, KA|Crabbe, JC|Fritz, BM|Metten, P","Barkley-Levenson, AM|Boehm, SL|Cordero, KA|Crabbe, JC|Fritz, BM|Metten, P","Barkley-Levenson, Amanda M.|Boehm, Stephen L., II|Cordero, Kristy A.|Crabbe, John C.|Fritz, Brandon M.|Metten, Pamela","Barkley-Levenson, Amanda M.|Boehm, Stephen L., II|Cordero, Kristy A.|Crabbe, John C.|Fritz, Brandon M.|Metten, Pamela"
WOS:000333816800003,"D'Onofrio, BM|Langstorm, N|Larsson, H|Lichtenstein, P|Sariaslan, A","D'Onofrio, BM|Langstorm, N|Larsson, H|Lichtenstein, P|Sariaslan, A","D'Onofrio, Brian M.|Langstorm, Niklas|Larsson, Henrik|Lichtenstein, Paul|Sariaslan, Amir","D'Onofrio, Brian M.|Langstorm, Niklas|Larsson, Henrik|Lichtenstein, Paul|Sariaslan, Amir"
WOS:000335926500014,"Almqvist, C|D'Onofrio, BM|Frans, E|Kuja-Halkola, R|Larsson, H|Lichtenstein, P|Rickert, ME|Sjolander, A","Almqvist, C|D'Onofrio, BM|Frans, E|Kuja-Halkola, R|Larsson, H|Lichtenstein, P|Rickert, ME|Sjolander, A","Almqvist, Catarina|D'Onofrio, Brian M.|Frans, Emma|Kuja-Halkola, Ralf|Larsson, Henrik|Lichtenstein, Paul|Rickert, Martin|Sjolander, Arvid","Almqvist, Catarina|D'Onofrio, Brian M.|Frans, Emma|Kuja-Halkola, Ralf|Larsson, Henrik|Lichtenstein, Paul|Rickert, Martin|Sjolander, Arvid"
WOS:000332046300008,"Aalsma, MC|Downs, SM|Draucker, C|Holloway, ED|Oruche, UM","Aalsma, MC|Downs, SM|Draucker, C|Holloway, ED|Oruche, UM","Aalsma, Matthew C.|Downs, Sarah M.|Draucker, C.|Holloway, Evan D.|Oruche, Ukamaka M.","Aalsma, Matthew C.|Downs, Sarah M.|Draucker, C.|Holloway, Evan D.|Oruche, Ukamaka M."
WOS:000332769700014,"Chang, Z|D'Onofrio, BM|Larsson, H|Lichtenstein, P|Sjolander, A","Chang, Z|D'Onofrio, BM|Larsson, H|Lichtenstein, P|Sjolander, A","Chang, Zheng|D'Onofrio, Brian M.|Larsson, Henrik|Lichtenstein, Paul|Sjolander, Arvid","Chang, Zheng|D'Onofrio, Brian M.|Larsson, Henrik|Lichtenstein, Paul|Sjolander, Arvid"
WOS:000331263600005,"Bloomrosen, M|Chute, CG|Cimino, JJ|Detmer, DE|Edmunds, M|Embi, PJ|FlatelyBrennan, P|Goldstein, MM|Hammond, WE|Hripcsak, G|Keenan, GM|Labkoff, S|Murphy, SN|Safran, C|Speedie, S|Strasberg, H|Temple, F|Wilcox, AB","Bloomrosen, M|Chute, CG|Cimino, JJ|Detmer, DE|Edmunds, M|Embi, PJ|FlatelyBrennan, P|Goldstein, MM|Hammond, WE|Hripcsak, G|Keenan, GM|Labkoff, S|Murphy, SN|Safran, C|Speedie, S|Strasberg, H|Temple, F|Wilcox, AB","Bloomrosen, Meryl|Chute, Christopher G.|Cimino, Jim|Detmer, Don E.|Edmunds, Margo|Embi, Peter J.|FlatelyBrennan, Patti|Goldstein, Melissa M.|Hammond, William Ed|Hripcsak, George|Keenan, Gail M.|Labkoff, Steve|Murphy, Shawn N.|Safran, Charlie|Speedie, Stuart|Strasberg, Howard|Temple, Freda|Wilcox, Adam B.","Bloomrosen, Meryl|Chute, Christopher G.|Cimino, Jim|Detmer, Don E.|Edmunds, Margo|Embi, Peter J.|FlatelyBrennan, Patti|Goldstein, Melissa M.|Hammond, William Ed|Hripcsak, George|Keenan, Gail M.|Labkoff, Steve|Murphy, Shawn N.|Safran, Charlie|Speedie, Stuart|Strasberg, Howard|Temple, Freda|Wilcox, Adam B."
WOS:000331263600007,"Elhadad, N|Embi, PJ|Fosler-Lussier, E|Johnson, SB|Lai, AM|Raghavan, P|Shivade, CP","Elhadad, N|Embi, PJ|Fosler-Lussier, E|Johnson, SB|Lai, AM|Raghavan, P|Shivade, CP","Elhadad, Noemie|Embi, Peter J.|Fosler-Lussier, Eric|Johnson, Stephen B.|Lai, Albert M.|Raghavan, Preethi|Shivade, Chaitanya P.","Elhadad, Noemie|Embi, Peter J.|Fosler-Lussier, Eric|Johnson, Stephen B.|Lai, Albert M.|Raghavan, Preethi|Shivade, Chaitanya P."
WOS:000332029800005,"Class, QA|D'Onofrio, BM|Lichtenstein, P|Rickert, ME","Class, QA|D'Onofrio, BM|Lichtenstein, P|Rickert, ME","Class, Quetzal A.|D'Onofrio, Brian M.|Lichtenstein, Paul|Rickert, Martin","Class, Quetzal A.|D'Onofrio, Brian M.|Lichtenstein, Paul|Rickert, Martin"
WOS:000331302800001,"Aalsma, MC|Brown, JR|Holloway, ED|Ott, MA","Aalsma, MC|Brown, JR|Holloway, ED|Ott, MA","Aalsma, Matthew C.|Brown, James R.|Holloway, Evan D.|Ott, Mary A.","Aalsma, Matthew C.|Brown, James R.|Holloway, Evan D.|Ott, Mary A."
WOS:000333462800015,"Settles, RE|Smith, GT|Zapolski, TCB","Settles, RE|Smith, GT|Zapolski, TCB","Settles, Regan E.|Smith, Gregoty T.|Zapolski, Tamika C. B.","Settles, Regan E.|Smith, Gregoty T.|Zapolski, Tamika C. B."
WOS:000332341300016,"Chen, Q|D'Onofrio, BM|Langstorm, N|Larsson, H|Lichtenstein, P|Rodriguez, A|Serlachius, E|Sjolander, A","Chen, Q|D'Onofrio, BM|Langstorm, N|Larsson, H|Lichtenstein, P|Rodriguez, A|Serlachius, E|Sjolander, A","Chen, Qi|D'Onofrio, Brian M.|Langstorm, Niklas|Larsson, Henrik|Lichtenstein, Paul|Rodriguez, Alina|Serlachius, Eva|Sjolander, Arvid","Chen, Qi|D'Onofrio, Brian M.|Langstorm, Niklas|Larsson, Henrik|Lichtenstein, Paul|Rodriguez, Alina|Serlachius, Eva|Sjolander, Arvid"
WOS:000331407800007,"Silverman, RD|Yang, YT","Silverman, RD|Yang, YT","Silverman, Ross D.|Yang, Y. Tony","Silverman, Ross D.|Yang, Y. Tony"
WOS:000330780700010,"Aalsma, MC|Akakpo, TF|Brown, JR|Holloway, ED","Aalsma, MC|Akakpo, TF|Brown, JR|Holloway, ED","Aalsma, Matthew C.|Akakpo, Tohoro F.|Brown, James R.|Holloway, Evan D.","Aalsma, Matthew C.|Akakpo, Tohoro F.|Brown, James R.|Holloway, Evan D."
WOS:000330307800030,"Donahue, KL|D'Onofrio, BM|Rodgers, JL|Van Hulle, CA","Donahue, KL|D'Onofrio, BM|Rodgers, JL|Van Hulle, CA","Donahue, Kelly L.|D'Onofrio, Brian M.|Rodgers, Joseph L|Van Hulle, Carol A.","Donahue, Kelly L.|D'Onofrio, Brian M.|Rodgers, Joseph L|Van Hulle, Carol A."
WOS:000330307800082,"Aalsma, MC|Monahan, PO|Perkins, AJ|White, LM","Aalsma, MC|Monahan, PO|Perkins, AJ|White, LM","Aalsma, Matthew C.|Monahan, Patrick O.|Perkins, Anthony J.|White, Laura M.","Aalsma, Matthew C.|Monahan, Patrick O.|Perkins, Anthony J.|White, Laura M."
WOS:000330307800002,"Aalsma, MC|McGrew, JH|Salyers, MP|White, LM","Aalsma, MC|McGrew, JH|Salyers, MP|White, LM","Aalsma, Matthew C.|McGrew, John H.|Salyers, Michelle P.|White, Laura M.","Aalsma, Matthew C.|McGrew, John H.|Salyers, Michelle P.|White, Laura M."
WOS:000358749900023,"Seibt, G","Seibt, G","Seibt, Gustav","Seibt, Gustav"
WOS:000336671400008,"Abel, KM|Class, QA|Dalman, C|D'Onofrio, BM|Hultman, CM|Khashan, AS|Langstorm, N|Larsson, H|Lichtenstein, P|Rickert, ME","Abel, KM|Class, QA|Dalman, C|D'Onofrio, BM|Hultman, CM|Khashan, AS|Langstorm, N|Larsson, H|Lichtenstein, P|Rickert, ME","Abel, K. M.|Class, Quetzal A.|Dalman, Christina|D'Onofrio, Brian M.|Hultman, Christina M.|Khashan, Ali S.|Langstorm, Niklas|Larsson, Henrik|Lichtenstein, Paul|Rickert, Martin","Abel, K. M.|Class, Quetzal A.|Dalman, Christina|D'Onofrio, Brian M.|Hultman, Christina M.|Khashan, Ali S.|Langstorm, Niklas|Larsson, Henrik|Lichtenstein, Paul|Rickert, Martin"
WOS:000330808800005,"Bailey, MM|Barnes, PR|Emetu, RE|Gillespie, A|Meyerson, BE|Ohmit, A","Bailey, MM|Barnes, PR|Emetu, RE|Gillespie, A|Meyerson, BE|Ohmit, A","Bailey, Marlon M.|Barnes, Priscilla R.|Emetu, Roberta E.|Gillespie, Anthony|Meyerson, Beth E.|Ohmit, Anita","Bailey, Marlon M.|Barnes, Priscilla R.|Emetu, Roberta E.|Gillespie, Anthony|Meyerson, Beth E.|Ohmit, Anita"
WOS:000330618000003,"D'Onofrio, BM|Ellingson, JM|Goodnight, JA|Van Hulle, CA|Waldman, ID","D'Onofrio, BM|Ellingson, JM|Goodnight, JA|Van Hulle, CA|Waldman, ID","D'Onofrio, Brian M.|Ellingson, Jarrod M.|Goodnight, Jackson A.|Van Hulle, Carol A.|Waldman, Irwin D.","D'Onofrio, Brian M.|Ellingson, Jarrod M.|Goodnight, Jackson A.|Van Hulle, Carol A.|Waldman, Irwin D."
WOS:000329885900032,"Boehm, SL|Grahame, NJ|Kasten, CR|Matson, LM","Boehm, SL|Grahame, NJ|Kasten, CR|Matson, LM","Boehm, Stephen L., II|Grahame, Nicholas J.|Kasten, Chelsea R.|Matson, Liana M.","Boehm, Stephen L., II|Grahame, Nicholas J.|Kasten, Chelsea R.|Matson, Liana M."
WOS:000328246400009,"Chen, Q|D'Onofrio, BM|Larsson, H|Lichtenstein, P|Skoglund, C","Chen, Q|D'Onofrio, BM|Larsson, H|Lichtenstein, P|Skoglund, C","Chen, Qi|D'Onofrio, Brian M.|Larsson, Henrik|Lichtenstein, Paul|Skoglund, Charlotte","Chen, Qi|D'Onofrio, Brian M.|Larsson, Henrik|Lichtenstein, Paul|Skoglund, Charlotte"
WOS:000328713800020,"Aalsma, MC|Downs, SM|Fortenberry, JD|Hensel, DJ|Orr, DP|Woodrome, SE|Zimet, GD","Aalsma, MC|Downs, SM|Fortenberry, JD|Hensel, DJ|Orr, DP|Woodrome, SE|Zimet, GD","Aalsma, Matthew C.|Downs, Sarah M.|Fortenberry, J. Dennis|Hensel, Devon J.|Orr, Donald P.|Woodrome, Stacy E.|Zimet, Gregory D.","Aalsma, Matthew C.|Downs, Sarah M.|Fortenberry, J. Dennis|Hensel, Devon J.|Orr, Donald P.|Woodrome, Stacy E.|Zimet, Gregory D."
WOS:000326387500004,"Aalsma, MC|Neff, MR|Rosenman, MB|Wiehe, SE","Aalsma, MC|Neff, MR|Rosenman, MB|Wiehe, SE","Aalsma, Matthew C.|Neff, Mallery R.|Rosenman, Marc B.|Wiehe, Sarah E.","Aalsma, Matthew C.|Neff, Mallery R.|Rosenman, Marc B.|Wiehe, Sarah E."
WOS:000327313100004,"Fortenberry, JD|Kwan, MP|Wiehe, SE|Wilson, JS","Fortenberry, JD|Kwan, MP|Wiehe, SE|Wilson, JS","Fortenberry, J. Dennis|Kwan, Mei-Po|Wiehe, Sarah E.|Wilson, Jeffery S.","Fortenberry, J. Dennis|Kwan, Mei-Po|Wiehe, Sarah E.|Wilson, Jeffery S."
WOS:000329993700007,"Coy, KC|Meyerson, BE|Ryder, PT|von Hippel, CDJ","Coy, KC|Meyerson, BE|Ryder, PT|von Hippel, CDJ","Coy, Kelsey C.|Meyerson, Beth E.|Ryder, Priscilla T.|von Hippel, Christiana D. J.","Coy, Kelsey C.|Meyerson, Beth E.|Ryder, Priscilla T.|von Hippel, Christiana D. J."
WOS:000328948700016,"Class, QA|D'Onofrio, BM|Langstorm, N|Larsson, H|Lichtenstein, P|Rickert, ME","Class, QA|D'Onofrio, BM|Langstorm, N|Larsson, H|Lichtenstein, P|Rickert, ME","Class, Quetzal A.|D'Onofrio, Brian M.|Langstorm, Niklas|Larsson, Henrik|Lichtenstein, Paul|Rickert, Martin","Class, Quetzal A.|D'Onofrio, Brian M.|Langstorm, Niklas|Larsson, Henrik|Lichtenstein, Paul|Rickert, Martin"
WOS:000327442101422,"Alder, CA|Austrom, MG|Boustani, MA|Cottingham, AH|LaMantia, M|Litzelman, DK","Alder, CA|Austrom, MG|Boustani, MA|Cottingham, AH|LaMantia, M|Litzelman, DK","Alder, C. A.|Austrom, Mary Guerriero|Boustani, Malaz A.|Cottingham, Ann H.|LaMantia, M.|Litzelman, Debra K.","Alder, C. A.|Austrom, Mary Guerriero|Boustani, Malaz A.|Cottingham, Ann H.|LaMantia, M.|Litzelman, Debra K."
WOS:000326895400031,"Chang, Z|D'Onofrio, BM|Langstorm, N|Larsson, H|Lichtenstein, P","Chang, Z|D'Onofrio, BM|Langstorm, N|Larsson, H|Lichtenstein, P","Chang, Zheng|D'Onofrio, Brian M.|Langstorm, Niklas|Larsson, Henrik|Lichtenstein, Paul","Chang, Zheng|D'Onofrio, Brian M.|Langstorm, Niklas|Larsson, Henrik|Lichtenstein, Paul"
WOS:000326895400081,"D'Onofrio, BM|Kuja-Halkola, R|Langstorm, N|Larsson, H|Lichtenstein, P","D'Onofrio, BM|Kuja-Halkola, R|Langstorm, N|Larsson, H|Lichtenstein, P","D'Onofrio, Brian M.|Kuja-Halkola, Ralf|Langstorm, Niklas|Larsson, Henrik|Lichtenstein, Paul","D'Onofrio, Brian M.|Kuja-Halkola, Ralf|Langstorm, Niklas|Larsson, Henrik|Lichtenstein, Paul"
WOS:000326895400083,"D'Onofrio, BM|Landen, M|Lichtenstein, P|Sariaslan, A","D'Onofrio, BM|Landen, M|Lichtenstein, P|Sariaslan, A","D'Onofrio, Brian M.|Landen, Mikael|Lichtenstein, Paul|Sariaslan, Amir","D'Onofrio, Brian M.|Landen, Mikael|Lichtenstein, Paul|Sariaslan, Amir"
WOS:000326895400084,"Chang, Z|D'Onofrio, BM|Larsson, H|Lichtenstein, P","Chang, Z|D'Onofrio, BM|Larsson, H|Lichtenstein, P","Chang, Zheng|D'Onofrio, Brian M.|Larsson, Henrik|Lichtenstein, Paul","Chang, Zheng|D'Onofrio, Brian M.|Larsson, Henrik|Lichtenstein, Paul"
WOS:000326117800009,"Boehm, SL|Linsenbardt, DN","Boehm, SL|Linsenbardt, DN","Boehm, Stephen L., II|Linsenbardt, David N.","Boehm, Stephen L., II|Linsenbardt, David N."
WOS:000331071600011,"D'Onofrio, BM|Lahey, BB|Lichtenstein, P|Turkheimer, E","D'Onofrio, BM|Lahey, BB|Lichtenstein, P|Turkheimer, E","D'Onofrio, Brian M.|Lahey, Benjamin B.|Lichtenstein, Paul|Turkheimer, Eric","D'Onofrio, Brian M.|Lahey, Benjamin B.|Lichtenstein, Paul|Turkheimer, Eric"
WOS:000325359201205,"Embi, PJ|Myslinski, R|Stephens, W","Embi, PJ|Myslinski, R|Stephens, W","Embi, Peter J.|Myslinski, Rachel|Stephens, William","Embi, Peter J.|Myslinski, Rachel|Stephens, William"
